timeline_id,project_id,milestone_name,planned_date,actual_date,days_delayed,delay_reason,responsible_party,status,notes
679,178,Environmental Review,12/01/2018,2025-01-13,2235,Weather,Contractor,In Progress,Permit dependent
680,178,Project Closeout,01/03/2023,,-1612,,Owner,Delayed,
681,226,Substantial Completion,2026/02/01,2020/01/19,-2205,,Third Party,COMPLETE,Float available
682,226,Final Inspection,2024/03/02,08/03/2023,-360,,Third Party,In Progress,
683,226,Environmental Review,11-28-2019,05/10/2024,1625,Supply chain delays,Utility,Delayed,On critical path
684,226,50% Complete,16/10/2020,2019/04/20,-545,,Contractor,Delayed,
685,226,Ground Breaking,2019/09/08,,2932,Weather,Owner,Skipped,
686,226,Bid Award,06-11-2020,04-04-2021,,Contractor issues,Regulator,Skipped,Permit dependent
687,318,Substantial Completion,2018/12/24,2021/11/05,1047,Labor shortage,Utility,Skipped,On critical path
688,318,50% Complete,,2021/07/21,n/a,,Regulator,COMPLETE,
689,318,Final Inspection,,26/04/2024,-161,,Utility,Skipped,
690,318,Environmental Review,02/10/2022,28/12/2020,-409,,Owner,Complete,Float available
691,318,Ground Breaking,2024-11-24,12/12/2019,-1809,,Owner,COMPLETE,
692,318,Bid Award,2022/08/09,2020/11/19,-628,,Owner,In Progress,On critical path
693,280,Design Complete,11-10-2019,,,,Contractor,Complete,On critical path
694,280,Ground Breaking,2018-08-03,2021/10/06,,Right-of-way,Contractor,,
695,280,Project Closeout,07/03/2021,,,,Third Party,Delayed,
696,280,Final Inspection,29/04/2026,04-05-2027,,Right-of-way,Regulator,Complete,On critical path
697,280,Bid Award,07-08-2018,08/23/2018,46,Permitting,Contractor,In progress,On critical path
698,280,Environmental Review,2027-08-28,2020/03/02,-2735,,Contractor,Skipped,On critical path
699,280,50% Complete,09/18/2022,,929,Environmental review,Regulator,In Progress,
700,280,Substantial Completion,2019/05/16,,,,Third Party,,On critical path
701,195,Design Complete,04/10/2023,,,,Utility,In Progress,Float available
702,195,50% Complete,07/22/2021,01-25-2027,2013,Supply chain delays,Utility,Skipped,
703,195,Ground Breaking,07/08/2026,06/22/2026,-16,,Third Party,Delayed,
704,195,Environmental Review,2025-03-11,2019-05-22,-2120,,Owner,In Progress,On critical path
705,195,Project Closeout,11-09-2022,,,,Regulator,In Progress,Permit dependent
706,197,Bid Award,09/04/2026,2024/12/13,-630,,Owner,Complete,
707,197,Ground Breaking,06-29-2020,2022-01-01,551,Right-of-way,Contractor,In Progress,On critical path
708,197,Environmental Review,21/01/2020,,2239,,Engineer,complete,Float available
709,197,Final Inspection,2020-03-18,11-03-2021,595,Contractor issues,Regulator,Delayed,Float available
710,66,Ground Breaking,09/17/2023,07/30/2026,1047,Contractor issues,Engineer,In Progress,Permit dependent
711,66,Project Closeout,2025/11/23,2023-12-05,-719,,Contractor,Delayed,Permit dependent
712,66,Bid Award,08-04-2023,2023/06/11,,,Utility,Skipped,Float available
713,66,Final Inspection,05-05-2026,2024-08-06,-637,,Owner,,Float available
714,66,50% Complete,17/09/2023,10-05-2027,TBD,Labor shortage,Engineer,NOT STARTED,On critical path
715,66,Design Complete,10-22-2022,,917,Labor shortage,Third Party,Skipped,Permit dependent
716,66,Environmental Review,09-16-2018,04/08/2026,,Contractor issues,Regulator,Skipped,
717,66,Substantial Completion,07/08/2018,08/10/2026,2984,Weather,Owner,In Progress,Float available
718,221,Substantial Completion,09/19/2021,2020-12-12,-281,,Third Party,Not Started,
719,221,Ground Breaking,2024-08-06,2022-05-21,,,Engineer,Skipped,
720,221,Project Closeout,29/04/2027,,-3165,,Third Party,Delayed,On critical path
721,221,Design Complete,2020/10/12,11/28/2024,1508,,Contractor,complete,
722,221,50% Complete,2023-01-12,2024/07/02,537,,Regulator,Delayed,
723,221,Final Inspection,19/04/2021,2025/04/22,1464,Environmental review,Regulator,Skipped,On critical path
724,428,Ground Breaking,16/12/2021,02-13-2021,-306,,Owner,Skipped,
725,428,Project Closeout,09/01/2021,09-19-2021,253,,Regulator,In Progress,
726,428,Environmental Review,2019-08-21,2027-01-08,2697,Funding gap,Regulator,Not Started,Permit dependent
727,428,Substantial Completion,2023-12-12,2027/12/09,1458,Right-of-way,Contractor,In progress,
728,91,Project Closeout,2020-02-03,2023/12/31,1427,,Regulator,In Progress,On critical path
729,91,Design Complete,05-01-2027,,,,Contractor,In Progress,Permit dependent
730,91,Environmental Review,05/27/2021,2024-08-13,1174,Right-of-way,Engineer,Skipped,On critical path
731,91,Ground Breaking,23/08/2023,,,,Engineer,Not Started,Float available
732,91,Bid Award,2024-11-23,,,,Third Party,COMPLETE,
733,91,50% Complete,13/03/2027,2022/12/06,-1558,,Utility,In Progress,Permit dependent
734,91,Substantial Completion,21/06/2023,13/08/2023,,,Engineer,NOT STARTED,On critical path
735,111,50% Complete,04-06-2023,16/08/2019,-1329,,Third Party,Skipped,On critical path
736,111,Environmental Review,,15/01/2023,1450,Supply chain delays,Contractor,In Progress,Float available
737,111,Project Closeout,10/20/2023,03/27/2020,-1302,,Utility,NOT STARTED,Permit dependent
738,122,50% Complete,2024-12-08,2024/01/09,-334,,Owner,Complete,On critical path
739,122,Design Complete,2023-02-23,,667,Permitting,Third Party,Not Started,Permit dependent
740,122,Ground Breaking,,01-14-2027,85,Design changes,Engineer,NOT STARTED,
741,291,Final Inspection,10-08-2018,08/12/2022,1404,Contractor issues,Regulator,NOT STARTED,On critical path
742,291,Bid Award,2026-07-02,,,,Third Party,Delayed,
743,291,Design Complete,2020/10/11,,,,Contractor,In Progress,On critical path
744,291,50% Complete,2027-10-10,,,,Utility,Delayed,Float available
745,291,Project Closeout,04/06/2025,10-23-2019,-1992,,Regulator,Complete,On critical path
746,291,Environmental Review,2025-03-09,,,,Third Party,Complete,
747,291,Ground Breaking,02/23/2023,,,,Owner,,Float available
748,498,Design Complete,09/09/2018,10-25-2024,2238,Right-of-way,Utility,COMPLETE,On critical path
749,498,Substantial Completion,22/03/2026,05-24-2023,-1033,,Contractor,NOT STARTED,On critical path
750,498,Environmental Review,2022-08-21,03/25/2023,216,Right-of-way,Utility,NOT STARTED,Float available
751,498,Project Closeout,03/05/2019,2018/11/11,-173,,Owner,In Progress,Float available
752,498,Final Inspection,,10/17/2018,-2641,,Third Party,complete,On critical path
753,498,Ground Breaking,31/03/2022,2025/06/10,1167,Environmental review,Regulator,Complete,
754,498,Bid Award,05/25/2019,2024-09-16,,Funding gap,Contractor,Skipped,On critical path
755,498,50% Complete,2023/01/09,12-04-2023,329,Weather,Engineer,In Progress,
756,124,Design Complete,10/09/2024,05-20-2022,-873,,Utility,Skipped,On critical path
757,124,Substantial Completion,2018-09-21,2026/06/16,2825,,Regulator,Delayed,Float available
758,381,Final Inspection,04-28-2022,,,,Third Party,Not Started,
759,381,Substantial Completion,2021-07-19,2026-09-01,1870,Supply chain delays,Contractor,Not Started,
760,381,Project Closeout,2024/04/25,29/08/2019,-1701,,Engineer,In Progress,
761,381,Bid Award,06-06-2022,10-15-2026,1592,Labor shortage,Engineer,Delayed,
762,381,Ground Breaking,28/09/2026,,,,Contractor,Skipped,
763,381,Environmental Review,09/28/2027,04/28/2023,-1614,,Contractor,NOT STARTED,
764,381,50% Complete,2027-07-31,09/02/2020,TBD,,Third Party,,
765,381,Design Complete,10/09/2027,2026/12/26,-287,,Contractor,Skipped,On critical path
766,434,Ground Breaking,08/20/2027,2021/01/03,-2420,,Owner,Complete,
767,434,Environmental Review,2026/10/21,15/11/2018,?,,Owner,,
768,434,Substantial Completion,11/05/2023,15/07/2027,1348,,Utility,Delayed,
769,434,Final Inspection,08/07/2022,03-04-2021,-521,,Utility,Skipped,Float available
770,434,Design Complete,06-12-2025,2025-09-08,88,Design changes,Utility,Not Started,
771,434,50% Complete,2020/09/18,05-01-2021,225,Design changes,Owner,,Permit dependent
772,434,Bid Award,2025-03-19,14/02/2020,-1860,,Regulator,Complete,
773,434,Project Closeout,25/03/2027,2027/03/26,1,,Regulator,Skipped,Float available
774,453,Project Closeout,08/06/2024,2020-12-07,,,Owner,Not Started,Float available
775,453,Ground Breaking,10/02/2020,09-11-2019,-152,,Utility,Skipped,
776,453,Bid Award,30/05/2019,2027-06-17,N/A,,Third Party,Not Started,On critical path
777,453,Design Complete,09/19/2019,2025-02-18,1979,,Engineer,Delayed,Permit dependent
778,453,Environmental Review,07-27-2018,09-13-2019,413,Contractor issues,Utility,Not Started,
779,453,Substantial Completion,02-19-2025,09/11/2020,-1563,,Regulator,,Permit dependent
780,453,50% Complete,2023/10/16,05/15/2022,-519,,Engineer,In Progress,
781,453,Final Inspection,2027-09-02,19/06/2022,-1901,,Owner,Complete,
782,322,Final Inspection,2022/05/29,19/10/2019,-953,,Utility,Delayed,On critical path
783,322,50% Complete,12-29-2020,2024-09-21,1362,Contractor issues,Utility,Complete,On critical path
784,322,Design Complete,2022-06-12,08-23-2026,1533,Labor shortage,Owner,Skipped,
785,322,Bid Award,2021/05/27,11-15-2027,2363,Design changes,Regulator,Complete,
786,489,Environmental Review,07/07/2019,,,,Regulator,Skipped,
787,489,Project Closeout,16/03/2026,05/20/2022,-1396,,Third Party,Delayed,
788,336,Final Inspection,2024-12-08,2027/12/22,1109,Labor shortage,Third Party,Delayed,
789,336,Environmental Review,27/02/2024,,N/A,,Engineer,Complete,Permit dependent
790,362,50% Complete,04/06/2020,04/26/2024,1481,Funding gap,Regulator,COMPLETE,
791,362,Environmental Review,03/06/2022,2020-01-23,,,Regulator,Complete,Permit dependent
792,362,Ground Breaking,,2021/03/12,,Supply chain delays,Contractor,Not Started,On critical path
793,362,Design Complete,,06/04/2025,677,Utility conflicts,Third Party,,On critical path
794,362,Project Closeout,2023/07/23,11-18-2024,484,,Regulator,Delayed,On critical path
795,180,Bid Award,2022-12-07,,,,Owner,Delayed,
796,180,50% Complete,09/09/2022,,,,Owner,In Progress,
797,180,Project Closeout,2025-07-08,,,,Utility,Complete,
798,180,Substantial Completion,11-21-2023,,,,Contractor,Skipped,Float available
799,101,Ground Breaking,01/07/2027,26/02/2026,-315,,Third Party,In Progress,On critical path
800,101,Project Closeout,05/10/2022,09-26-2026,1600,Design changes,Third Party,NOT STARTED,On critical path
801,101,Environmental Review,2027-03-10,13/02/2027,,,Contractor,Skipped,On critical path
802,101,Final Inspection,07-20-2019,,804,Permitting,Engineer,Skipped,Float available
803,101,Substantial Completion,07-02-2018,08-09-2024,2230,Design changes,Utility,Delayed,Float available
804,101,Bid Award,2022-06-16,,,Right-of-way,Owner,Complete,Permit dependent
805,101,Design Complete,,2021/09/16,1096,Supply chain delays,Engineer,,
806,431,Design Complete,11/28/2020,2021-04-13,136,Weather,Contractor,In Progress,Permit dependent
807,431,Ground Breaking,09/27/2023,10/12/2020,-1080,,Contractor,Not Started,
808,431,Project Closeout,,10-16-2020,-1743,,Third Party,Delayed,
809,431,Substantial Completion,01/26/2026,06-28-2022,-1308,,Engineer,In Progress,
810,431,Environmental Review,2021/09/07,03-13-2021,-178,,Contractor,Delayed,Float available
811,431,Bid Award,08-10-2026,10/12/2018,-2859,,Engineer,Delayed,
812,431,50% Complete,11/09/2022,2024-11-27,,Labor shortage,Regulator,In Progress,Permit dependent
813,172,Environmental Review,08/24/2021,2022/02/21,181,Design changes,Contractor,Not Started,On critical path
814,172,Final Inspection,09-24-2023,09/01/2023,-258,,Contractor,COMPLETE,On critical path
815,172,Ground Breaking,11-13-2021,2018-10-02,-1138,,Regulator,In Progress,
816,172,Design Complete,2021/02/09,2025-06-23,1595,Labor shortage,Utility,,On critical path
817,172,Bid Award,10-03-2021,07/11/2026,1861,Utility conflicts,Contractor,Skipped,Permit dependent
818,172,Substantial Completion,2023-02-27,2023-01-08,-50,,Owner,Delayed,
819,94,Environmental Review,01/31/2023,,,,Owner,complete,Permit dependent
820,94,Bid Award,10/23/2019,2018/11/14,,,Utility,,Float available
821,94,Final Inspection,2026/09/21,2024/09/06,-745,,Utility,,Float available
822,94,Substantial Completion,09/27/2022,,,,Third Party,COMPLETE,
823,94,50% Complete,2024/05/20,2020-06-06,-1444,,Owner,Delayed,Permit dependent
824,94,Project Closeout,12/29/2020,05-21-2025,1604,Environmental review,Utility,Skipped,On critical path
825,328,Environmental Review,10/26/2024,,,,Owner,Complete,Float available
826,328,Project Closeout,10/10/2025,,,,Contractor,Delayed,
827,328,Bid Award,2022-04-16,06/07/2024,812,Permitting,Third Party,Delayed,Float available
828,328,Design Complete,2026-12-17,,,,Third Party,COMPLETE,
829,328,Substantial Completion,10-27-2022,,,,Contractor,Skipped,Permit dependent
830,328,Ground Breaking,10/06/2022,,,,Owner,Not Started,
831,328,50% Complete,28/06/2018,01/01/2021,918,Contractor issues,Engineer,In Progress,Permit dependent
832,190,Design Complete,21/04/2020,2021-03-24,337,Weather,Contractor,Complete,Permit dependent
833,190,50% Complete,2022-07-27,2026/12/04,1591,Contractor issues,Regulator,Skipped,
834,190,Environmental Review,2027/04/08,11-13-2023,-1242,,Third Party,Not Started,
835,190,Substantial Completion,20/05/2019,09-07-2020,476,Right-of-way,Contractor,Delayed,Permit dependent
836,190,Final Inspection,2025/02/18,08/18/2025,181,Permitting,Regulator,In Progress,On critical path
837,190,Ground Breaking,2018-06-14,2025/01/13,2405,Contractor issues,Owner,In Progress,On critical path
838,450,Bid Award,04-24-2025,01/06/2023,-693,,Engineer,In Progress,On critical path
839,450,50% Complete,2024-10-18,2023-04-11,-556,,Utility,Not Started,
840,450,Final Inspection,2024/05/15,06/18/2019,-1793,,Utility,Not Started,Float available
841,450,Project Closeout,10/14/2018,2024-02-11,,,Owner,Skipped,
842,450,Design Complete,05-08-2020,2022-01-12,614,,Utility,complete,
843,450,Ground Breaking,,2027-09-24,2524,Weather,Regulator,Not Started,Float available
844,450,Environmental Review,06-06-2022,2023-04-30,328,Design changes,Third Party,Not Started,
845,450,Substantial Completion,2018/06/21,03-03-2019,255,Right-of-way,Third Party,Not Started,
846,106,Final Inspection,2027-04-13,13/03/2027,,,Regulator,Skipped,On critical path
847,106,Project Closeout,11/03/2023,,,,Owner,In Progress,
848,106,Bid Award,07-10-2019,,,,Contractor,Not Started,On critical path
849,106,Substantial Completion,2018-07-13,2022/01/22,1289,,Utility,In Progress,Permit dependent
850,106,Environmental Review,,,,,Utility,Skipped,On critical path
851,233,Design Complete,2024/03/28,2026-09-22,908,Permitting,Regulator,Not Started,Float available
852,233,Project Closeout,2018/12/19,2025-12-27,2565,Utility conflicts,Regulator,,Permit dependent
853,233,Environmental Review,19/09/2027,2022-07-15,,,Third Party,In Progress,On critical path
854,233,Substantial Completion,2026/04/05,2019-05-08,,,Contractor,NOT STARTED,
855,233,Ground Breaking,03-14-2027,2027-01-13,-60,,Utility,Delayed,Float available
856,233,50% Complete,10/01/2023,06-29-2023,,Funding gap,Third Party,Delayed,
857,233,Final Inspection,2026/12/12,16/08/2026,-118,,Owner,Not Started,
858,250,Substantial Completion,2022-04-24,2020/01/19,-826,,Third Party,In Progress,
859,250,Ground Breaking,2018-11-29,2019/09/16,291,Design changes,Regulator,Delayed,
860,250,Environmental Review,2024/09/24,,,,Engineer,In Progress,
861,250,Project Closeout,23/06/2018,,,,Engineer,NOT STARTED,Float available
862,250,50% Complete,,,,,Third Party,Skipped,On critical path
863,250,Design Complete,2025/11/19,2027/02/09,447,Design changes,Third Party,Not Started,On critical path
864,250,Bid Award,15/03/2024,2023/05/16,-304,,Engineer,complete,Float available
865,112,Ground Breaking,2020/01/20,06/07/2018,-592,,Third Party,In Progress,Float available
866,112,Project Closeout,,,3130,Environmental review,Regulator,Delayed,On critical path
867,112,Substantial Completion,08/05/2021,03/15/2021,-143,,Contractor,Complete,Float available
868,112,50% Complete,09-27-2025,12-26-2027,?,Design changes,Contractor,complete,Permit dependent
869,112,Environmental Review,2019-02-04,2021/01/27,723,Design changes,Contractor,In Progress,
870,112,Final Inspection,11-10-2021,2022/04/15,156,Supply chain delays,Owner,Skipped,
871,112,Design Complete,01-31-2025,12/12/2023,-416,,Utility,Not Started,Permit dependent
872,112,Bid Award,,06/04/2021,,,Engineer,In Progress,
873,55,Project Closeout,2022-12-25,,-1321,,Engineer,In Progress,
874,55,Bid Award,12/12/2027,,,,Contractor,Skipped,
875,55,Design Complete,12/19/2024,,,,Utility,Delayed,
876,55,Ground Breaking,,2018-12-11,-2801,,Owner,Delayed,On critical path
877,55,Final Inspection,16/10/2026,,,,Contractor,Not Started,Float available
878,55,50% Complete,08/10/2026,12/05/2023,-1038,,Engineer,In Progress,Permit dependent
879,55,Substantial Completion,2023-12-02,12-12-2018,-1816,,Engineer,Not Started,
880,55,Environmental Review,2025-11-23,2023-10-06,,,Engineer,,
881,90,Design Complete,02/11/2025,11/23/2019,-1907,,Contractor,Skipped,
882,90,Final Inspection,27/07/2026,05-21-2021,-1893,,Engineer,In Progress,
883,90,Project Closeout,2023-05-29,05-15-2027,1447,Permitting,Third Party,Delayed,
884,90,Ground Breaking,05-15-2021,24/09/2019,-599,,Owner,Not Started,
885,90,50% Complete,04/11/2027,06-04-2019,-3075,,Third Party,In Progress,Float available
886,90,Substantial Completion,12/05/2025,23/06/2021,-1419,,Regulator,Skipped,Float available
887,184,50% Complete,12-18-2024,,,,Contractor,Not Started,
888,184,Project Closeout,05/17/2022,09/12/2019,,,Third Party,,Permit dependent
889,184,Substantial Completion,2024-03-05,2025/05/18,439,Supply chain delays,Engineer,Complete,
890,184,Environmental Review,12/01/2022,,,,Utility,Complete,
891,184,Design Complete,,,893,Labor shortage,Contractor,COMPLETE,On critical path
892,184,Ground Breaking,20/06/2021,,?,,Contractor,Not Started,
893,184,Final Inspection,02-02-2020,,TBD,,Third Party,complete,On critical path
894,184,Bid Award,03-11-2022,,,,Utility,Not Started,Float available
895,81,Final Inspection,2022-03-16,2022-01-12,-63,,Regulator,In Progress,
896,81,Ground Breaking,16/03/2021,,-400,,Owner,Not Started,Float available
897,425,Bid Award,11-28-2021,09/10/2027,2141,Environmental review,Contractor,COMPLETE,Float available
898,425,Final Inspection,07-30-2018,05/09/2020,649,Permitting,Owner,Not Started,
899,425,Environmental Review,2019-05-27,08/23/2020,454,,Owner,Complete,Float available
900,425,Ground Breaking,07/11/2019,2027-09-14,2868,Utility conflicts,Owner,Complete,Float available
901,425,Project Closeout,06/10/2018,,305,Design changes,Third Party,Delayed,Float available
902,425,Substantial Completion,2022-08-03,,-624,,Owner,Skipped,On critical path
903,186,Ground Breaking,2023/03/22,,,Design changes,Regulator,Complete,Permit dependent
904,186,Substantial Completion,2020/01/03,08/03/2022,,Funding gap,Utility,Not Started,On critical path
905,186,Design Complete,,04/04/2024,-1008,,Utility,COMPLETE,Permit dependent
906,272,Substantial Completion,12/03/2023,2020/08/02,-952,,Owner,Complete,Float available
907,272,Ground Breaking,09-03-2018,04/22/2019,231,Weather,Engineer,Complete,
908,272,Design Complete,2024-02-26,,,,Utility,In Progress,Float available
909,272,Final Inspection,27/07/2018,20/05/2020,663,Environmental review,Engineer,Delayed,
910,412,Bid Award,01/22/2022,02/06/2027,1841,Supply chain delays,Utility,Delayed,Permit dependent
911,412,Project Closeout,12/10/2022,09/17/2018,-1486,,Third Party,Delayed,
912,412,Substantial Completion,10-08-2026,18/01/2024,-994,,Engineer,,
913,412,Final Inspection,09/11/2025,10/12/2019,-2220,,Regulator,Skipped,
914,412,Design Complete,08-10-2027,06-29-2025,-772,,Utility,In Progress,Permit dependent
915,412,Environmental Review,2026-08-21,2026/07/26,-26,,Utility,Not Started,
916,346,Project Closeout,,01-19-2024,-163,,Engineer,Not Started,
917,346,Design Complete,01/31/2026,2025/01/17,-379,,Contractor,Delayed,
918,346,50% Complete,04-29-2020,2023-05-17,1113,Permitting,Contractor,Skipped,On critical path
919,346,Environmental Review,09-18-2019,03-22-2020,186,Permitting,Engineer,Delayed,
920,346,Substantial Completion,,01/24/2024,-1427,,Regulator,In Progress,On critical path
921,482,Final Inspection,2024-02-17,06/28/2020,-1329,,Third Party,Complete,Permit dependent
922,482,Project Closeout,2025/06/22,19/10/2025,119,Contractor issues,Third Party,Skipped,On critical path
923,457,Project Closeout,2025/02/02,02-15-2019,-2179,,Third Party,Skipped,
924,457,Design Complete,2020/06/15,07-04-2022,749,,Utility,Skipped,
925,457,Final Inspection,2024/01/17,2026/07/19,914,Contractor issues,Utility,In Progress,
926,457,Bid Award,01/21/2021,,902,Supply chain delays,Third Party,Delayed,On critical path
927,49,Project Closeout,26/11/2019,,,,Third Party,Not Started,
928,49,Final Inspection,12/01/2027,,,,Utility,Not Started,
929,49,Ground Breaking,2023/01/21,2024-03-16,420,Right-of-way,Owner,Complete,
930,49,Design Complete,02-26-2022,12/29/2026,1767,Permitting,Third Party,Skipped,Float available
931,60,Project Closeout,01-24-2019,2018/07/13,-195,,Engineer,,
932,60,Bid Award,08-06-2022,2019/05/30,-1164,,Contractor,Delayed,Permit dependent
933,60,Ground Breaking,10-05-2023,,-1749,,Engineer,Delayed,
934,438,Ground Breaking,08/10/2019,07-03-2019,-38,,Engineer,Not Started,
935,438,Final Inspection,2026-07-27,2020-06-25,-2223,,Contractor,Complete,
936,438,Bid Award,2019-08-30,04/02/2019,-150,,Third Party,Delayed,
937,438,Project Closeout,28/09/2027,07/20/2027,-70,,Utility,Skipped,
938,493,Environmental Review,05/24/2026,09-23-2018,,,Contractor,In progress,
939,493,Ground Breaking,2021/07/23,05/15/2025,1392,Supply chain delays,Owner,Not Started,On critical path
940,493,Project Closeout,2023-04-10,,968,Funding gap,Owner,In Progress,
941,493,Final Inspection,12/19/2019,07/28/2024,1683,Utility conflicts,Regulator,In Progress,Permit dependent
942,493,Substantial Completion,05/01/2023,,,,Engineer,Skipped,Permit dependent
943,493,Design Complete,06/21/2025,,,,Contractor,Delayed,Float available
944,493,50% Complete,02-13-2022,,,,Third Party,In Progress,Permit dependent
945,340,Ground Breaking,2021-11-17,02/07/2022,82,Contractor issues,Engineer,Skipped,
946,340,Environmental Review,2027-03-18,11/20/2021,N/A,,Engineer,Delayed,Float available
947,340,Project Closeout,2022/12/30,2027/10/12,,Utility conflicts,Contractor,Complete,Permit dependent
948,340,50% Complete,2019/01/12,09-04-2019,235,Permitting,Engineer,Complete,
949,319,Bid Award,04-07-2019,,,,Contractor,Complete,Permit dependent
950,319,Project Closeout,2025-08-03,,,,Regulator,Complete,
951,319,Ground Breaking,29/06/2018,,,,Utility,Skipped,Float available
952,319,Substantial Completion,29/05/2023,06/02/2020,,,Engineer,Skipped,On critical path
953,319,Design Complete,,,,,Third Party,Complete,
954,319,Environmental Review,,26/12/2025,-721,,Third Party,,
955,319,Final Inspection,08-03-2027,,,,Regulator,In Progress,On critical path
956,319,50% Complete,,,,,Third Party,Not Started,Float available
957,252,Project Closeout,2024-04-19,2024-01-28,-82,,Contractor,In Progress,On critical path
958,252,Design Complete,06-01-2024,18/10/2025,504,,Contractor,Delayed,
959,252,Final Inspection,19/03/2021,,-486,,Engineer,,Permit dependent
960,252,50% Complete,07/11/2025,09-06-2023,-674,,Regulator,In Progress,
961,252,Ground Breaking,27/07/2027,07/25/2027,-2,,Owner,Delayed,
962,252,Bid Award,06-23-2027,2021-05-23,-2222,,Regulator,In Progress,Permit dependent
963,252,Environmental Review,04/28/2024,2024-11-08,194,Funding gap,Utility,Skipped,
964,252,Substantial Completion,10-08-2018,07-13-2021,1009,Design changes,Contractor,In Progress,On critical path
965,351,Environmental Review,02/10/2027,18/11/2021,-1910,,Contractor,complete,
966,351,Bid Award,13/11/2020,05/10/2023,,Utility conflicts,Engineer,NOT STARTED,
967,351,Final Inspection,08-14-2022,2025-12-22,1226,Environmental review,Third Party,NOT STARTED,
968,351,Ground Breaking,01-12-2024,2024-02-06,25,Environmental review,Regulator,Complete,
969,351,Design Complete,27/05/2023,06/08/2023,71,Weather,Regulator,In Progress,Permit dependent
970,351,50% Complete,2026-03-23,,370,Right-of-way,Contractor,Complete,
971,351,Project Closeout,05/09/2021,2026/02/24,1633,Right-of-way,Contractor,Not Started,On critical path
972,332,Final Inspection,16/10/2019,,,,Contractor,Delayed,
973,332,Environmental Review,09-19-2018,,,,Engineer,Delayed,On critical path
974,332,Ground Breaking,2024-08-16,2024-12-22,128,,Owner,Delayed,
975,187,Final Inspection,03-03-2021,,,,Third Party,Skipped,Float available
976,187,50% Complete,08/04/2020,,,,Engineer,complete,Permit dependent
977,187,Environmental Review,2022/04/24,,,,Regulator,Complete,
978,187,Bid Award,2023-03-19,,,,Engineer,Complete,
979,416,Project Closeout,22/03/2022,2019/02/24,-1122,,Owner,COMPLETE,
980,416,Bid Award,02/28/2020,04/27/2019,,,Owner,COMPLETE,
981,416,Substantial Completion,03-16-2020,07/29/2027,2691,Environmental review,Regulator,Skipped,
982,416,Design Complete,2026/02/26,06-26-2025,TBD,,Third Party,Not Started,On critical path
983,416,Ground Breaking,2026/10/05,2018-06-26,-3023,,Regulator,,Permit dependent
984,416,Final Inspection,02/29/2024,04-08-2021,-1057,,Engineer,Not Started,
985,416,Environmental Review,02/16/2024,03/29/2022,-689,,Engineer,Complete,
986,416,50% Complete,01-19-2021,10/12/2020,,,Third Party,In Progress,
987,339,Bid Award,2026-06-15,02-17-2026,-118,,Contractor,complete,
988,339,Design Complete,2019-07-31,2024/03/16,1690,Utility conflicts,Utility,Complete,
989,339,Substantial Completion,2020/07/11,15/03/2024,N/A,,Contractor,Skipped,Permit dependent
990,339,Ground Breaking,2020/02/18,2024/09/18,,Utility conflicts,Third Party,Delayed,
991,339,50% Complete,06/21/2027,03-28-2024,-1180,,Owner,Delayed,Float available
992,211,Final Inspection,08-27-2024,12-19-2023,-252,,Contractor,Skipped,
993,211,50% Complete,2025/07/09,04/07/2026,,Right-of-way,Utility,NOT STARTED,On critical path
994,211,Environmental Review,2021/04/13,2020-01-15,-454,,Third Party,In Progress,
995,211,Ground Breaking,2027-08-31,2022/12/02,-1733,,Third Party,In Progress,
996,211,Project Closeout,08-11-2019,06-23-2021,682,Supply chain delays,Engineer,In Progress,
997,73,Bid Award,01-25-2019,,,,Contractor,Complete,
998,73,Ground Breaking,2021/09/06,,543,Right-of-way,Utility,Not Started,
999,73,Design Complete,11/01/2023,09/20/2019,-1503,,Engineer,Complete,
1000,73,Substantial Completion,08/23/2022,,,,Engineer,Skipped,
1001,73,Project Closeout,02-03-2025,,,,Owner,Not Started,
1002,73,50% Complete,01-10-2026,12-18-2026,342,Permitting,Contractor,Skipped,Float available
1003,73,Final Inspection,,,,,Third Party,Complete,
1004,151,Environmental Review,2023-03-02,24/03/2021,,,Owner,In Progress,
1005,151,Design Complete,03-17-2026,,,,Owner,In Progress,Float available
1006,151,Ground Breaking,19/07/2026,2026-02-01,-168,,Third Party,Delayed,
1007,151,Bid Award,2022/10/20,,,,Contractor,Complete,
1008,151,Project Closeout,2020/09/30,,,,Regulator,Complete,
1009,151,Final Inspection,07/23/2024,,-1667,,Engineer,Complete,
1010,151,50% Complete,,2020-12-16,-995,,Contractor,Not Started,
1011,151,Substantial Completion,30/07/2024,,,,Third Party,Skipped,
1012,399,Ground Breaking,2019/08/25,11/01/2025,1966,Design changes,Owner,Skipped,Float available
1013,399,Final Inspection,2021/01/10,2022/07/30,566,Contractor issues,Utility,Complete,Float available
1014,353,Substantial Completion,08/10/2027,03/06/2026,-581,,Owner,Delayed,Float available
1015,353,Ground Breaking,2019-03-31,2019-11-07,221,Labor shortage,Regulator,In Progress,
1016,353,Environmental Review,03/05/2023,2021-03-01,-793,,Third Party,Skipped,Permit dependent
1017,353,Bid Award,05/24/2024,01-20-2023,-490,,Owner,Complete,
1018,64,Project Closeout,2024-01-13,2021/08/15,-881,,Contractor,Complete,Float available
1019,64,Ground Breaking,18/05/2026,19/06/2018,-2890,,Third Party,Complete,
1020,64,Bid Award,2023-12-13,10/06/2024,180,,Regulator,In Progress,
